"EnrichmentMap::Data Set","EnrichmentMap::Overlap_genes","EnrichmentMap::Overlap_size","EnrichmentMap::similarity_coefficient","interaction","name","selected","shared interaction","shared name"
"GSEAresults","SHC1|PIK3R1|IL2RG|MYC|JAK3|JAK1|PTPN11|GAB2|PIK3CA|LCK|IL2RA|IL2RB|BCL2|GRB2|SOS1","15","0.38573933372296904","Geneset_Overlap","PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY (Geneset_Overlap_GSEAresults) PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY","false","Geneset_Overlap","PID_IL2_PI3K_PATHWAY%MSIGDB_C2%PID_IL2_PI3K_PATHWAY (Geneset_Overlap_GSEAresults) PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY"
"GSEAresults","VAV1|STAT1|STAT3|PDPK1|BAD|PIK3CA|MATK|PTPRO|MAPK8|PIK3C2B|SPRED1|GRAP2|MAP4K1|CRKL|SH2B3|MAPK3|SH2B2|EPOR|TEC|CBL|RPS6KB1|LYN|SHC1|PTPN6|GRB10|HRAS|FOXO3|MAP2K1|MAP2K2|PTPN11|DOK1|RAF1|CREBBP|GRB2|KIT|SOS1|PTEN|PIK3R1|BCL2|GSK3B","40","0.9166666666666667","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","false","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY"
"GSEAresults","STAT1|MAPK8|CRKL|SH2B3|EPOR|TEC|CBL|LYN|SHC1|PTPN6|HRAS|PTPN11|GRB2|SOS1|PIK3R1|BCL2","16","0.4318895166352793","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY","false","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY"
"GSEAresults","STAT1|BAD|PIK3CA|MAPK8|CRKL|MAPK3|HRAS|MAP2K1|RAF1|GRB2|SOS1|PIK3R1","12","0.4248803827751196","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY","false","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY"
"GSEAresults","VAV1|STAT1|STAT3|BAD|PIK3CA|MATK|MAPK8|SPRED1|CRKL|SH2B3|MAPK3|SH2B2|EPOR|TEC|CBL|RPS6KB1|LYN|SHC1|PTPN6|GRB10|HRAS|FOXO3|MAP2K1|MAP2K2|PTPN11|DOK1|RAF1|GRB2|KIT|SOS1|PIK3R1|GSK3B","32","0.5072463768115942","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","JAK2|STAT5A|STAT1|MAPK8|CRKL|SH2B3|EPOR|TEC|CBL|LYN|SHC1|PTPN6|HRAS|GAB1|PTPN11|GRB2|SOS1|PIK3R1|BCL2","19","0.4526127049180328","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY","false","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY"
"GSEAresults","STAT1|STAT3|PIK3CA|MAPK8|MAPK3|SHC1|HRAS|MAP2K1|RAF1|GRB2|SOS1|PIK3R1","12","0.39097744360902253","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY","false","Geneset_Overlap","SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT) (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY"
"GSEAresults","BAD|PTPN11|SHC1|MAPK3|LYN|JUN|STAT3|INPP5D|MAPK1|STAT5B|CBL|GAB2","12","0.4666666666666667","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) FLK2 FLT3%IOB%FLK2 FLT3","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) FLK2 FLT3%IOB%FLK2 FLT3"
"GSEAresults","PTPN11|SHC1|BCL2L1|PIK3R1|LYN|PTPN6|BCL2|MAPK8|HRAS|GRB2|CRKL|RAPGEF1|SOS1|STAT5B|CBL","15","0.4248366013071896","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY"
"GSEAresults","PTPN11|SHC1|PIK3R2|PIK3R1|MAPK3|LYN|JUN|SRC|RAF1|YWHAQ|PIK3CD|STAT3|MAPK8|HRAS|MAPK1|GRB2|FOS|RAPGEF1|FYN|SOS1|STAT5B|CBL|MAP2K1","23","0.40544871794871795","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R1|MAPK3|LYN|RAF1|PTPN6|BCL2|STAT3|MAPK8|HRAS|GRB2|CRKL|SOS1|CBL|MAP2K1","18","0.37831021437578816","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY"
"GSEAresults","BAD|PIK3R1|MAPK3|JUN|RAF1|MAPK8|HRAS|GRB2|FOS|CRKL|SOS1|STAT5B|MAP2K1","13","0.4865497076023392","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R2|PIK3R1|CSF2RB|MAPK3|LYN|JUN|SRC|RAF1|PTPN6|STAT3|MAPK8|INPP5D|HRAS|MAPK1|GRB2|CRKL|FYN|SOS1|STAT5B|CBL|GAB2|MAP2K1","26","0.47940074906367036","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","PTPN11|SHC1|BCL2L1|PIK3R1|LYN|PTPN6|BCL2|MAPK8|INPP5D|HRAS|GRB2|CRKL|RAPGEF1|SOS1|STAT5B|CBL","16","0.39545454545454545","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R2|PIK3R1|MAPK3|LYN|JUN|RAF1|PIK3CD|PTPN6|BCL2|STAT3|MAPK8|MAPK1|GRB2|CRKL|FYN|SOS1|STAT5B|CBL|GAB2|SYK|MAP2K1|JAK1","26","0.5021645021645021","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","SHC1|PIK3R2|PIK3R1|IL5RA|CSF2RB|PIK3CD|PTPN6|INPP5D|SOS1|GAB2|JAK1","11","0.38958333333333334","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526"
"GSEAresults","SHC1|PIK3R1|MAPK3|JUN|RAF1|STAT3|MAPK8|HRAS|GRB2|FOS|SOS1|MAP2K1|JAK1","13","0.4478216818642351","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R2|PIK3R1|MAPK3|LYN|JUN|STAT3|MAPK8|INPP5D|HRAS|MAPK1|GRB2|FOS|FYN|SOS1|STAT5B|CBL|GAB2|MAP2K1|JAK1","23","0.4368471035137702","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6"
"GSEAresults","PTPN11|VAV1|SHC1|PIK3R2|PIK3R1|MAPK3|LYN|JUN|RAF1|PIK3CD|PTPN6|BCL2|STAT3|MAPK8|INPP5D|MAPK1|GRB2|FOS|CRKL|RAPGEF1|FYN|SOS1|CBL|GAB2|SYK|MAP2K1","26","0.42298850574712643","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR"
"GSEAresults","PTPN11|SHC1|PIK3R1|MAPK3|JUN|RAF1|BCL2|STAT3|MAPK8|HRAS|MAPK1|GRB2|FOS|FYN|SOS1|STAT5B|GAB2|SYK|MAP2K1|JAK1","20","0.4126602564102564","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY","false","Geneset_Overlap","IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY"
"GSEAresults","MAP2K2|BAD|STAT1|STAT3|PIK3R1|IL2RG|IL7|MAPK1|PTK2B|FYN|IL7R|JAK3|MAPK3|JAK1|STAT5B|GSK3B|MAP2K1","17","0.6899350649350648","Geneset_Overlap","IL-7%NETPATH%IL-7 (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS","false","Geneset_Overlap","IL-7%NETPATH%IL-7 (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS"
"GSEAresults","PRKCA|PIK3R1|HRAS|MAPK1|PRKCB|MAPK3|RAF1|PIK3CA|MAP2K1","9","0.375","Geneset_Overlap","NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY","false","Geneset_Overlap","NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY"
"GSEAresults","PRKCA|PIK3CD|HRAS|MAPK1|PRKCB|MAPK3|RAF1|NRAS|PIK3CA|KRAS|MAP2K1|MAP2K2","12","0.38095238095238093","Geneset_Overlap","NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS (Geneset_Overlap_GSEAresults) KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20210210%WP4871%HOMO SAPIENS","false","Geneset_Overlap","NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS (Geneset_Overlap_GSEAresults) KISSPEPTIN/KISSPEPTIN RECEPTOR SYSTEM IN THE OVARY%WIKIPATHWAYS_20210210%WP4871%HOMO SAPIENS"
"GSEAresults","PRKCA|PIK3R1|HRAS|PRKCB|SOS1|MAPK3|RAF1|STAT3|PIK3CA|EGF|GRB2|MAP2K1","12","0.38095238095238093","Geneset_Overlap","NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY","false","Geneset_Overlap","NON-SMALL CELL LUNG CANCER%WIKIPATHWAYS_20210210%WP4255%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY"
"GSEAresults","BAD|PIK3R1|MAPK8|HRAS|STAT1|SOS1|MAPK3|RAF1|GRB2|FOS|CRKL|STAT5B|MAP2K1","13","0.46474677259185704","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY"
"GSEAresults","PRKCA|PIK3R1|HRAS|MAPK1|PRKCB|MAPK3|RAF1|CRK|MAP2K1","9","0.38490566037735846","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_CXCR4_PATHWAY%MSIGDB_C2%BIOCARTA_CXCR4_PATHWAY"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R1|FOXO3|LYN|PTPN6|MAPK8|HRAS|STAT1|SOS1|CBL|SH2B2|KIT|RPS6KB1|MAPK3|RAF1|GRB10|BCL2|STAT3|MATK|DOK1|TEC|GRB2|CRKL|MAP2K1|MAP2K2","28","0.5872881355932204","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R1|FOXO3|LYN|PTPN6|MAPK8|HRAS|STAT1|SOS1|CBL|SH2B2|KIT|RPS6KB1|MAPK3|RAF1|GRB10|BCL2|STAT3|MATK|DOK1|TEC|GRB2|CRKL|MAP2K1|MAP2K2","28","0.5068275643061289","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)"
"GSEAresults","PTPN11|SHC1|PIK3R1|LYN|PTPN6|STAT1|MAPK1|SOS1|CBL|RPS6KB1|MAPK3|SRC|RAF1|STAT3|INPP5D|GRB2|STAT5B|RPS6|GAB2|MAP2K1|MAP2K2","21","0.39635995955510617","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) M-CSF%IOB%M-CSF","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) M-CSF%IOB%M-CSF"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PIK3R2|PIK3R1|LYN|PTPN6|MAPK8|HRAS|MAPK1|SOS1|CBL|MAPK3|SRC|RAF1|BCL2|STAT3|INPP5D|GRB2|FOS|CRKL|FYN|STAT5B|GAB2|MAP2K1","26","0.55","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS"
"GSEAresults","PTPN11|SHC1|PRKCA|PIK3R1|MAPK8|HRAS|MAPK1|SOS1|MAPK3|SRC|GRB10|DOK1|CRK|GRB2","14","0.3878748370273794","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY"
"GSEAresults","PTPN11|SHC1|PIK3R1|LYN|BTK|PTPN6|MAPK8|HRAS|STAT1|SOS1|CBL|BCL2|TEC|GRB2|MAPK14|CRKL|STAT5B","17","0.46393762183235865","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_EPO_PATHWAY%MSIGDB_C2%PID_EPO_PATHWAY"
"GSEAresults","PTPN11|SHC1|PRKCA|PIK3R2|PIK3R1|LYN|MAPK8|HRAS|STAT1|MAPK1|SOS1|CBL|MAPK3|SRC|RAF1|GRB10|STAT3|DOK1|CRK|GRB2|FOS|RPS6KA3|FYN|STAT5B|MAP2K1|MAP2K2","26","0.39586179972672264","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY"
"GSEAresults","BAD|PTPN11|SHC1|FOXO3|LYN|MAPK1|CBL|MAPK3|STAT3|INPP5D|STAT5B|GAB2","12","0.44654088050314467","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) FLK2 FLT3%IOB%FLK2 FLT3","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) FLK2 FLT3%IOB%FLK2 FLT3"
"GSEAresults","BAD|PTPN11|VAV1|SHC1|PRKCA|PIK3R2|PIK3R1|FOXO3|LYN|BTK|PTPN6|MAPK8|HRAS|STAT1|MAPK1|PRKCB|SOS1|CBL|SH2B2|KIT|RPS6KB1|EP300|MAPK3|SRC|RAF1|GRB10|STAT3|MATK|DOK1|INPP5D|SOCS6|TEC|CRK|GRB2|MAPK14|CRKL|FYN|STAT5B|RPS6|RPS6KA1|GAB2|MAP2K1|MAP2K2","43","0.7261968085106383","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","KIT RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP304%HOMO SAPIENS (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
