NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763	POSITIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002763		27	-0.48531264	-1.0653269	0.38321537	0.5880566	1	2971	"tags=33%, list=23%, signal=43%"
POSITIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:1904407	POSITIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:1904407		23	-0.496791	-1.0652574	0.39817628	0.58813894	1	4123	"tags=52%, list=32%, signal=77%"
LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:0050901	LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:0050901		15	-0.515937	-1.065133	0.4063786	0.58844453	1	4059	"tags=53%, list=32%, signal=78%"
REGULATION OF MACROPHAGE CHEMOTAXIS%GOBP%GO:0010758	REGULATION OF MACROPHAGE CHEMOTAXIS%GOBP%GO:0010758		17	-0.5085302	-1.0649434	0.3839919	0.589006	1	1979	"tags=24%, list=16%, signal=28%"
PURINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0042278	PURINE NUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0042278		38	-0.4733851	-1.0649433	0.34904715	0.5887984	1	4249	"tags=39%, list=33%, signal=59%"
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669		150	-0.4455051	-1.0649188	0.256	0.5886859	1	4263	"tags=39%, list=34%, signal=57%"
CHROMOSOME SEGREGATION%GOBP%GO:0007059	CHROMOSOME SEGREGATION%GOBP%GO:0007059		162	-0.44267625	-1.0645523	0.239	0.5899562	1	3195	"tags=27%, list=25%, signal=35%"
CELLULAR RESPONSE TO INORGANIC SUBSTANCE%GOBP%GO:0071241	CELLULAR RESPONSE TO INORGANIC SUBSTANCE%GOBP%GO:0071241		91	-0.4487128	-1.0644321	0.303	0.59024006	1	3977	"tags=38%, list=31%, signal=56%"
APOPTOSIS%WIKIPATHWAYS_20210210%WP254%HOMO SAPIENS	APOPTOSIS%WIKIPATHWAYS_20210210%WP254%HOMO SAPIENS		58	-0.4600946	-1.0643193	0.33833835	0.5904866	1	3821	"tags=33%, list=30%, signal=47%"
CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333	CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333		76	-0.45624658	-1.0642818	0.314	0.59043014	1	2550	"tags=24%, list=20%, signal=29%"
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648		45	-0.46571383	-1.0640243	0.3684739	0.591236	1	2865	"tags=31%, list=23%, signal=40%"
VIRAL LIFE CYCLE%GOBP%GO:0019058	VIRAL LIFE CYCLE%GOBP%GO:0019058		139	-0.44331902	-1.0637523	0.256	0.5921276	1	4292	"tags=43%, list=34%, signal=64%"
NUCLEOTIDE-SUGAR METABOLIC PROCESS%GOBP%GO:0009225	NUCLEOTIDE-SUGAR METABOLIC PROCESS%GOBP%GO:0009225		25	-0.47831276	-1.0633746	0.37917086	0.59345406	1	4968	"tags=48%, list=39%, signal=79%"
POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727	POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727		19	-0.50192547	-1.063273	0.38815117	0.59364444	1	4646	"tags=53%, list=37%, signal=83%"
OSSIFICATION%GOBP%GO:0001503	OSSIFICATION%GOBP%GO:0001503		80	-0.45626944	-1.0631903	0.308	0.5937641	1	3157	"tags=30%, list=25%, signal=40%"
POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162	POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162		61	-0.45835078	-1.0628245	0.343	0.59501857	1	3189	"tags=36%, list=25%, signal=48%"
NEGATIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032715	NEGATIVE REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032715		25	-0.48706958	-1.0627131	0.39336017	0.59525394	1	4970	"tags=52%, list=39%, signal=85%"
ANATOMICAL STRUCTURE HOMEOSTASIS%GOBP%GO:0060249	ANATOMICAL STRUCTURE HOMEOSTASIS%GOBP%GO:0060249		155	-0.43999916	-1.062232	0.261	0.596982	1	3382	"tags=32%, list=27%, signal=43%"
RNA POLYMERASE II TRANSCRIPTION INITIATION AND PROMOTER CLEARANCE%REACTOME%R-HSA-76042.3	RNA POLYMERASE II TRANSCRIPTION INITIATION AND PROMOTER CLEARANCE%REACTOME%R-HSA-76042.3		45	-0.46765992	-1.0622283	0.35470942	0.5967865	1	4874	"tags=40%, list=38%, signal=65%"
CELLULAR DIVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0072503	CELLULAR DIVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0072503		189	-0.43997046	-1.0620755	0.23	0.5972031	1	2753	"tags=25%, list=22%, signal=32%"
IMPORT INTO NUCLEUS%GOBP%GO:0051170	IMPORT INTO NUCLEUS%GOBP%GO:0051170		86	-0.4528866	-1.0619009	0.304	0.59770125	1	3221	"tags=34%, list=25%, signal=45%"
REGULATION OF GLIOGENESIS%GOBP%GO:0014013	REGULATION OF GLIOGENESIS%GOBP%GO:0014013		33	-0.4759966	-1.0614793	0.38592964	0.5992213	1	2124	"tags=24%, list=17%, signal=29%"
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 75%176187	ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME DATABASE ID RELEASE 75%176187		28	-0.47908428	-1.0612353	0.3975782	0.6000268	1	3364	"tags=32%, list=26%, signal=44%"
VESICLE-MEDIATED TRANSPORT IN SYNAPSE%GOBP%GO:0099003	VESICLE-MEDIATED TRANSPORT IN SYNAPSE%GOBP%GO:0099003		62	-0.45868295	-1.0610017	0.34034035	0.6007642	1	5333	"tags=60%, list=42%, signal=102%"
ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:0008333	ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:0008333		46	-0.46855584	-1.0609516	0.3486974	0.6007568	1	2384	"tags=33%, list=19%, signal=40%"
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123		20	-0.49227408	-1.0609092	0.3916582	0.60070467	1	3122	"tags=35%, list=25%, signal=46%"
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS%WIKIPATHWAYS_20210210%WP2572%HOMO SAPIENS	PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS FSGS%WIKIPATHWAYS_20210210%WP2572%HOMO SAPIENS		39	-0.4669157	-1.0608612	0.35235235	0.60070306	1	4532	"tags=51%, list=36%, signal=79%"
TUBE FORMATION%GOBP%GO:0035148	TUBE FORMATION%GOBP%GO:0035148		38	-0.46312407	-1.0606062	0.3881645	0.60153085	1	4217	"tags=42%, list=33%, signal=63%"
RESPONSE TO HYPOXIA%GOBP%GO:0001666	RESPONSE TO HYPOXIA%GOBP%GO:0001666		144	-0.44058746	-1.0605773	0.269	0.6014384	1	3959	"tags=33%, list=31%, signal=48%"
NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819	NEGATIVE REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905819		15	-0.5110473	-1.0604843	0.4115822	0.6016028	1	3111	"tags=33%, list=24%, signal=44%"
B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.2	B-WICH COMPLEX POSITIVELY REGULATES RRNA EXPRESSION%REACTOME%R-HSA-5250924.2		27	-0.48119476	-1.0604837	0.41229838	0.6013962	1	4390	"tags=37%, list=35%, signal=56%"
ENDOPLASMIC RETICULUM ORGANIZATION%GOBP%GO:0007029	ENDOPLASMIC RETICULUM ORGANIZATION%GOBP%GO:0007029		65	-0.4554206	-1.0604539	0.341	0.60131055	1	4605	"tags=46%, list=36%, signal=72%"
NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042177	NEGATIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042177		85	-0.45124936	-1.0603777	0.324	0.6014232	1	3675	"tags=34%, list=29%, signal=48%"
"PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME DATABASE ID RELEASE 75%76002"	"PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME DATABASE ID RELEASE 75%76002"		196	-0.43621567	-1.0603013	0.244	0.60152805	1	4623	"tags=43%, list=36%, signal=66%"
POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046635	POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046635		34	-0.47179675	-1.0601612	0.3737475	0.6018788	1	3941	"tags=35%, list=31%, signal=51%"
POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536	POSITIVE REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION%GOBP%GO:0043536		36	-0.473351	-1.0599794	0.38877755	0.6024079	1	1124	"tags=19%, list=9%, signal=21%"
UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655	UROGENITAL SYSTEM DEVELOPMENT%GOBP%GO:0001655		69	-0.45526034	-1.0596479	0.344	0.6035431	1	4509	"tags=46%, list=35%, signal=71%"
MEMBRANE LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046467	MEMBRANE LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046467		93	-0.4479123	-1.0595264	0.304	0.603832	1	3010	"tags=30%, list=24%, signal=39%"
SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395	SMAD PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0060395		23	-0.49333718	-1.0592167	0.40262362	0.6048617	1	5085	"tags=57%, list=40%, signal=94%"
PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534	PROTEIN K63-LINKED UBIQUITINATION%GOBP%GO:0070534		39	-0.46652153	-1.0591761	0.3883884	0.6048174	1	5227	"tags=62%, list=41%, signal=104%"
MONOVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0055067	MONOVALENT INORGANIC CATION HOMEOSTASIS%GOBP%GO:0055067		79	-0.45014194	-1.0591753	0.3203203	0.6046084	1	4193	"tags=37%, list=33%, signal=54%"
MONOCARBOXYLIC ACID TRANSPORT%GOBP%GO:0015718	MONOCARBOXYLIC ACID TRANSPORT%GOBP%GO:0015718		61	-0.45740673	-1.0591087	0.341	0.6046581	1	2488	"tags=25%, list=20%, signal=30%"
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680		50	-0.46023947	-1.0590763	0.35005015	0.6045775	1	4734	"tags=54%, list=37%, signal=86%"
SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME DATABASE ID RELEASE 75%425407	SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME DATABASE ID RELEASE 75%425407		145	-0.44212556	-1.0589863	0.287	0.60475683	1	3719	"tags=34%, list=29%, signal=47%"
ZYMOGEN ACTIVATION%GOBP%GO:0031638	ZYMOGEN ACTIVATION%GOBP%GO:0031638		23	-0.48692203	-1.0589589	0.40040445	0.60465443	1	3083	"tags=26%, list=24%, signal=34%"
FGFR3 SIGNALLING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION%WIKIPATHWAYS_20210210%WP4767%HOMO SAPIENS	FGFR3 SIGNALLING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION%WIKIPATHWAYS_20210210%WP4767%HOMO SAPIENS		15	-0.5125539	-1.0586987	0.4148607	0.6055129	1	4119	"tags=40%, list=32%, signal=59%"
NEGATIVE REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:2000104	NEGATIVE REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:2000104		15	-0.5160194	-1.0586313	0.4078675	0.60556746	1	4687	"tags=60%, list=37%, signal=95%"
MAINTENANCE OF PROTEIN LOCATION IN CELL%GOBP%GO:0032507	MAINTENANCE OF PROTEIN LOCATION IN CELL%GOBP%GO:0032507		48	-0.4638224	-1.0586253	0.3687375	0.60538644	1	4057	"tags=44%, list=32%, signal=64%"
RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME%R-HSA-167162.3	RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME%R-HSA-167162.3		45	-0.46765992	-1.058618	0.356	0.6052074	1	4874	"tags=40%, list=38%, signal=65%"
REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0034243	REGULATION OF TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0034243		27	-0.4834701	-1.0583755	0.38415247	0.60595524	1	1356	"tags=22%, list=11%, signal=25%"
ORGANIC ACID TRANSPORT%GOBP%GO:0015849	ORGANIC ACID TRANSPORT%GOBP%GO:0015849		130	-0.44233918	-1.0581915	0.296	0.6064867	1	2247	"tags=23%, list=18%, signal=28%"
CARBOXYLIC ACID TRANSPORT%GOBP%GO:0046942	CARBOXYLIC ACID TRANSPORT%GOBP%GO:0046942		130	-0.44233918	-1.0581465	0.288	0.60646254	1	2247	"tags=23%, list=18%, signal=28%"
REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391		152	-0.4412661	-1.0578672	0.259	0.6073856	1	3798	"tags=34%, list=30%, signal=48%"
7-METHYLGUANOSINE RNA CAPPING%GOBP%GO:0009452	7-METHYLGUANOSINE RNA CAPPING%GOBP%GO:0009452		31	-0.4810711	-1.0575074	0.3963964	0.608612	1	2505	"tags=19%, list=20%, signal=24%"
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION		67	-0.45387155	-1.0573618	0.359	0.6089699	1	2850	"tags=27%, list=22%, signal=34%"
DNA PACKAGING%GOBP%GO:0006323	DNA PACKAGING%GOBP%GO:0006323		90	-0.44783646	-1.0572102	0.326	0.6093495	1	2550	"tags=23%, list=20%, signal=29%"
NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%5250941	NEGATIVE EPIGENETIC REGULATION OF RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%5250941		45	-0.46016872	-1.0570233	0.37512538	0.60992837	1	4874	"tags=47%, list=38%, signal=75%"
REGULATION OF MACROPHAGE MIGRATION%GOBP%GO:1905521	REGULATION OF MACROPHAGE MIGRATION%GOBP%GO:1905521		23	-0.48972392	-1.0569607	0.40141556	0.60996544	1	3244	"tags=30%, list=26%, signal=41%"
INFLAMMASOMES%REACTOME%R-HSA-622312.1	INFLAMMASOMES%REACTOME%R-HSA-622312.1		20	-0.49544775	-1.0567935	0.3925328	0.610406	1	3382	"tags=35%, list=27%, signal=48%"
HIV TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 75%167161	HIV TRANSCRIPTION INITIATION%REACTOME DATABASE ID RELEASE 75%167161		45	-0.46765992	-1.0567634	0.3763764	0.6103131	1	4874	"tags=40%, list=38%, signal=65%"
SODIUM ION TRANSPORT%GOBP%GO:0006814	SODIUM ION TRANSPORT%GOBP%GO:0006814		42	-0.46514916	-1.0565827	0.37951806	0.61083186	1	3855	"tags=38%, list=30%, signal=54%"
CERAMIDE METABOLIC PROCESS%GOBP%GO:0006672	CERAMIDE METABOLIC PROCESS%GOBP%GO:0006672		59	-0.4568302	-1.05656	0.35435435	0.6107136	1	2937	"tags=31%, list=23%, signal=39%"
MALE GAMETE GENERATION%GOBP%GO:0048232	MALE GAMETE GENERATION%GOBP%GO:0048232		117	-0.44227767	-1.0565581	0.307	0.6105098	1	2793	"tags=25%, list=22%, signal=31%"
MIRNA REGULATION OF P53 PATHWAY IN PROSTATE CANCER%WIKIPATHWAYS_20210210%WP3982%HOMO SAPIENS	MIRNA REGULATION OF P53 PATHWAY IN PROSTATE CANCER%WIKIPATHWAYS_20210210%WP3982%HOMO SAPIENS		15	-0.50417525	-1.056519	0.41675285	0.6104541	1	3104	"tags=40%, list=24%, signal=53%"
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		80	-0.45011958	-1.0563741	0.332	0.6108202	1	4073	"tags=41%, list=32%, signal=60%"
POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902	POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902		51	-0.45686328	-1.0557272	0.38777554	0.61321247	1	3863	"tags=39%, list=30%, signal=56%"
LIPID TRANSPORT%GOBP%GO:0006869	LIPID TRANSPORT%GOBP%GO:0006869		123	-0.4412472	-1.0556618	0.312	0.61326075	1	2488	"tags=25%, list=20%, signal=31%"
PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0070936	PROTEIN K48-LINKED UBIQUITINATION%GOBP%GO:0070936		47	-0.46354702	-1.0556232	0.36136135	0.61319155	1	5497	"tags=74%, list=43%, signal=131%"
HISTONE MONOUBIQUITINATION%GOBP%GO:0010390	HISTONE MONOUBIQUITINATION%GOBP%GO:0010390		27	-0.4772481	-1.0555716	0.40826613	0.6131777	1	5774	"tags=70%, list=45%, signal=129%"
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME DATABASE ID RELEASE 75%674695	RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME DATABASE ID RELEASE 75%674695		75	-0.44896692	-1.0555286	0.339	0.6131293	1	4908	"tags=44%, list=39%, signal=71%"
NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289	NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:0006289		101	-0.44398278	-1.0554538	0.336	0.6132248	1	3902	"tags=36%, list=31%, signal=51%"
REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655		38	-0.4662523	-1.0552968	0.3737475	0.61364704	1	3291	"tags=37%, list=26%, signal=50%"
NORC NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%427413	NORC NEGATIVELY REGULATES RRNA EXPRESSION%REACTOME DATABASE ID RELEASE 75%427413		42	-0.46341002	-1.0552316	0.3773774	0.6137016	1	4874	"tags=48%, list=38%, signal=77%"
PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200	PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007200		37	-0.4674953	-1.0550541	0.39719158	0.61419314	1	3194	"tags=24%, list=25%, signal=32%"
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 75%5685938	HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME DATABASE ID RELEASE 75%5685938		32	-0.4728298	-1.0548357	0.3902932	0.61484	1	4723	"tags=47%, list=37%, signal=74%"
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100	NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902100		15	-0.5110473	-1.0544941	0.4120083	0.616011	1	3111	"tags=33%, list=24%, signal=44%"
NEGATIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010955	NEGATIVE REGULATION OF PROTEIN PROCESSING%GOBP%GO:0010955		19	-0.48985776	-1.0541669	0.40284842	0.6171123	1	4090	"tags=53%, list=32%, signal=77%"
PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY	PID_MYC_ACTIV_PATHWAY%MSIGDB_C2%PID_MYC_ACTIV_PATHWAY		50	-0.46147686	-1.0540339	0.382	0.61742127	1	2850	"tags=28%, list=22%, signal=36%"
OSTEOBLAST DIFFERENTIATION%GOBP%GO:0001649	OSTEOBLAST DIFFERENTIATION%GOBP%GO:0001649		49	-0.46221825	-1.0538931	0.36172345	0.6177591	1	1994	"tags=24%, list=16%, signal=29%"
REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME DATABASE ID RELEASE 75%6804760	REGULATION OF TP53 ACTIVITY THROUGH METHYLATION%REACTOME DATABASE ID RELEASE 75%6804760		18	-0.5021975	-1.0537264	0.4199796	0.6182032	1	1942	"tags=33%, list=15%, signal=39%"
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824	POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824		42	-0.4655826	-1.0527296	0.3957916	0.6219938	1	4091	"tags=45%, list=32%, signal=66%"
THE INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20210210%WP4844%HOMO SAPIENS	THE INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20210210%WP4844%HOMO SAPIENS		22	-0.48819396	-1.0525384	0.41330644	0.6225551	1	2631	"tags=41%, list=21%, signal=51%"
POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961	POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961		28	-0.4729538	-1.0524802	0.41265061	0.62259287	1	2132	"tags=25%, list=17%, signal=30%"
POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952	POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952		131	-0.44218644	-1.0523019	0.3	0.6231152	1	3157	"tags=30%, list=25%, signal=39%"
RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482	RESPONSE TO OXYGEN LEVELS%GOBP%GO:0070482		159	-0.43628287	-1.0521505	0.29	0.6235099	1	3120	"tags=27%, list=25%, signal=35%"
POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090314	POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090314		18	-0.49881846	-1.0519866	0.4057377	0.6239629	1	1631	"tags=22%, list=13%, signal=25%"
TELOMERE CAPPING%GOBP%GO:0016233	TELOMERE CAPPING%GOBP%GO:0016233		15	-0.5083704	-1.0519856	0.4228395	0.6237527	1	1757	"tags=20%, list=14%, signal=23%"
SIGNAL TRANSDUCTION OF S1P RECEPTOR%WIKIPATHWAYS_20210210%WP26%HOMO SAPIENS	SIGNAL TRANSDUCTION OF S1P RECEPTOR%WIKIPATHWAYS_20210210%WP26%HOMO SAPIENS		16	-0.50713646	-1.05194	0.43064183	0.6237308	1	4275	"tags=50%, list=34%, signal=75%"
NEGATIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090317	NEGATIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090317		27	-0.48225155	-1.0518608	0.40524194	0.62384367	1	3736	"tags=41%, list=29%, signal=58%"
"GAMMA CARBOXYLATION, HYPUSINE FORMATION AND ARYLSULFATASE ACTIVATION%REACTOME%R-HSA-163841.4"	"GAMMA CARBOXYLATION, HYPUSINE FORMATION AND ARYLSULFATASE ACTIVATION%REACTOME%R-HSA-163841.4"		29	-0.47250295	-1.0515418	0.4038076	0.62493277	1	3625	"tags=31%, list=29%, signal=43%"
P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397	P53 PATHWAY BY GLUCOSE DEPRIVATION%PANTHER PATHWAY%P04397		20	-0.49190086	-1.0515053	0.4148073	0.62486345	1	2709	"tags=25%, list=21%, signal=32%"
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379	POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379		59	-0.45561635	-1.0512512	0.3883884	0.62565666	1	4797	"tags=44%, list=38%, signal=70%"
ZINC HOMEOSTASIS%WIKIPATHWAYS_20210210%WP3529%HOMO SAPIENS	ZINC HOMEOSTASIS%WIKIPATHWAYS_20210210%WP3529%HOMO SAPIENS		17	-0.49596247	-1.0511403	0.42507645	0.6259021	1	3502	"tags=35%, list=28%, signal=49%"
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796	REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901796		156	-0.43715248	-1.0509064	0.294	0.62659824	1	2842	"tags=28%, list=22%, signal=35%"
CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0007044	CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0007044		21	-0.4881645	-1.0507889	0.4172589	0.6268454	1	3205	"tags=43%, list=25%, signal=57%"
GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247	GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247		49	-0.4599058	-1.0507843	0.36536536	0.6266507	1	2741	"tags=27%, list=22%, signal=34%"
REGULATION OF COAGULATION%GOBP%GO:0050818	REGULATION OF COAGULATION%GOBP%GO:0050818		41	-0.45846793	-1.0507649	0.379	0.6265232	1	4984	"tags=49%, list=39%, signal=80%"
TYROBP CAUSAL NETWORK%WIKIPATHWAYS_20210210%WP3945%HOMO SAPIENS	TYROBP CAUSAL NETWORK%WIKIPATHWAYS_20210210%WP3945%HOMO SAPIENS		44	-0.4591832	-1.0504231	0.40480962	0.6276902	1	2920	"tags=32%, list=23%, signal=41%"
CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248	CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248		80	-0.44804454	-1.0502405	0.347	0.6282462	1	3977	"tags=39%, list=31%, signal=56%"
REGULATION OF NEURON DEATH%GOBP%GO:1901214	REGULATION OF NEURON DEATH%GOBP%GO:1901214		108	-0.44242245	-1.0500634	0.326	0.6287711	1	3411	"tags=31%, list=27%, signal=41%"
PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:0006656	PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:0006656		24	-0.48864082	-1.0500633	0.4311741	0.62855726	1	3195	"tags=42%, list=25%, signal=56%"
INOSITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0043647	INOSITOL PHOSPHATE METABOLIC PROCESS%GOBP%GO:0043647		38	-0.46081418	-1.0498481	0.39759037	0.6292118	1	4017	"tags=45%, list=32%, signal=65%"
